"Ticker.symbol","date","GICS.Sector","Address.of.Headquarters","close","X","Accounts.Payable","Accounts.Receivable","Add.l.income.expense.items","After.Tax.ROE","Capital.Expenditures","Capital.Surplus","Cash.Ratio","Cash.and.Cash.Equivalents","Changes.in.Inventories","Common.Stocks","Cost.of.Revenue","Current.Ratio","Deferred.Asset.Charges","Deferred.Liability.Charges","Depreciation","Earnings.Before.Interest.and.Tax","Earnings.Before.Tax","Effect.of.Exchange.Rate","Equity.Earnings.Loss.Unconsolidated.Subsidiary","Fixed.Assets","Goodwill","Gross.Margin","Gross.Profit","Income.Tax","Intangible.Assets","Interest.Expense","Inventory","Investments","Liabilities","Long.Term.Debt","Long.Term.Investments","Minority.Interest","Misc..Stocks","Net.Borrowings","Net.Cash.Flow","Net.Cash.Flow.Operating","Net.Cash.Flows.Financing","Net.Cash.Flows.Investing","Net.Income","Net.Income.Adjustments","Net.Income.Applicable.to.Common.Shareholders","Net.Income.Cont..Operations","Net.Receivables","Non.Recurring.Items","Operating.Income","Operating.Margin","Other.Assets","Other.Current.Assets","Other.Current.Liabilities","Other.Equity","Other.Financing.Activities","Other.Investing.Activities","Other.Liabilities","Other.Operating.Activities","Other.Operating.Items","Pre.Tax.Margin","Pre.Tax.ROE","Profit.Margin","Quick.Ratio","Research.and.Development","Retained.Earnings","Sale.and.Purchase.of.Stock","Sales..General.and.Admin.","Short.Term.Debt...Current.Portion.of.Long.Term.Debt","Short.Term.Investments","Total.Assets","Total.Current.Assets","Total.Current.Liabilities","Total.Equity","Total.Liabilities","Total.Liabilities...Equity","Total.Revenue","Treasury.Stock","For.Year","Earnings.Per.Share","Estimated.Shares.Outstanding"
"AAL","2012-12-31","Industrials","Fort Worth, Texas",13.5,0,3.068e+09,-2.22e+08,-1.961e+09,23,-1.888e+09,4.695e+09,53,1.33e+09,0,1.27e+08,1.0499e+10,78,0,2.23e+08,1.001e+09,-1.813e+09,-2.445e+09,0,0,1.3402e+10,0,58,1.4356e+10,-5.69e+08,8.69e+08,6.32e+08,5.8e+08,3.06e+08,4.73e+08,7.116e+09,0,0,0,-1.02e+09,1.97e+08,1.285e+09,4.83e+08,-1.571e+09,-1.876e+09,2.05e+09,-1.876e+09,-4.084e+09,1.124e+09,3.86e+08,1.48e+08,1,2.167e+09,6.26e+08,4.524e+09,-2.98e+09,1.509e+09,1.1e+07,1.5147e+10,-1.41e+08,8.45e+08,10,31,8,72,0,-9.462e+09,0,1.2977e+10,1.419e+09,3.412e+09,2.351e+10,7.072e+09,9.011e+09,-7.987e+09,2.4891e+10,1.6904e+10,2.4855e+10,-3.67e+08,2012,-5.6,3.35e+08
"AAL","2013-12-31","Industrials","Fort Worth, Texas",25.25,1,4.975e+09,-9.3e+07,-2.723e+09,67,-3.114e+09,1.0592e+10,75,2.175e+09,0,5e+06,1.1019e+10,104,0,9.35e+08,1.02e+09,-1.324e+09,-2.18e+09,0,0,1.9259e+10,4.086e+09,59,1.5724e+10,-3.46e+08,2.311e+09,8.56e+08,1.012e+09,-1.181e+09,-2.35e+08,1.5353e+10,0,0,0,2.208e+09,6.6e+08,6.75e+08,3.799e+09,-3.814e+09,-1.834e+09,1.873e+09,-1.834e+09,-4.489e+09,1.56e+09,5.59e+08,1.399e+09,5,2.299e+09,1.465e+09,7.385e+09,-2.032e+09,1.711e+09,4.81e+08,1.4915e+10,-5.6e+07,8.53e+08,8,80,7,96,0,-1.1296e+10,0,1.2913e+10,1.446e+09,8.111e+09,4.2278e+10,1.4323e+10,1.3806e+10,-2.731e+09,4.5009e+10,4.2278e+10,2.6743e+10,0,2013,-11.25,163022222.222
"AAL","2014-12-31","Industrials","Fort Worth, Texas",53.630001,2,4.668e+09,-1.6e+08,-1.5e+08,143,-5.311e+09,1.5135e+10,60,1.768e+09,0,7e+06,1.562e+10,88,0,8.29e+08,1.342e+09,4.099e+09,3.212e+09,0,0,2.3084e+10,4.091e+09,63,2.703e+10,3.3e+08,2.24e+09,8.87e+08,1.004e+09,1.799e+09,-1.026e+09,1.6043e+10,0,0,0,1.7e+08,-1.46e+08,3.08e+09,-3.15e+08,-2.911e+09,2.882e+09,5.42e+08,2.882e+09,2.882e+09,1.771e+09,8e+08,4.249e+09,10,2.06e+09,8.98e+08,7.059e+09,-4.559e+09,8.17e+08,6.01e+08,1.0928e+10,-5e+08,1.295e+09,8,159,7,80,0,-8.562e+09,-1.052e+09,2.0686e+10,1.677e+09,6.309e+09,4.3225e+10,1.175e+10,1.3404e+10,2.021e+09,4.1204e+10,4.3225e+10,4.265e+10,0,2014,4.02,716915422.886
"AAL","2015-12-31","Industrials","Fort Worth, Texas",42.349998,3,5.102e+09,3.52e+08,-7.08e+08,135,-6.151e+09,1.1591e+10,51,1.085e+09,0,6e+06,1.1096e+10,73,2.477e+09,6.67e+08,1.487e+09,5.496e+09,4.616e+09,0,0,2.751e+10,4.091e+09,73,2.9894e+10,-2.994e+09,2.249e+09,8.8e+08,8.63e+08,4.43e+08,-6.33e+08,1.833e+10,0,0,0,2.856e+09,-6.04e+08,6.249e+09,-1.259e+09,-5.594e+09,7.61e+09,-2.662e+09,7.61e+09,7.61e+09,1.425e+09,1.051e+09,6.204e+09,15,2.103e+09,7.48e+08,6.272e+09,-4.732e+09,9.6e+07,1.14e+08,1.0178e+10,9.5e+07,1.364e+09,11,82,19,67,0,-1.23e+09,-3.846e+09,2.1275e+10,2.231e+09,5.864e+09,4.8415e+10,9.985e+09,1.3605e+10,5.635e+09,4.278e+10,4.8415e+10,4.099e+10,0,2015,11.39,668129938.543
"ABBV","2013-12-31","Health Care","North Chicago, Illinois",52.810001,13,6.448e+09,6.81e+08,-5.4e+07,92,-4.91e+08,3.671e+09,144,9.595e+09,-5.6e+07,1.6e+07,4.581e+09,259,0,0,8.97e+08,5.61e+09,5.332e+09,-1e+07,0,2.298e+09,6.277e+09,76,1.4209e+10,1.204e+09,1.89e+09,2.78e+08,1.15e+09,1.775e+09,-4.26e+08,1.4292e+10,1.18e+08,0,0,-6.01e+08,3.694e+09,6.267e+09,-3.442e+09,8.79e+08,4.128e+09,5.84e+08,4.128e+09,4.128e+09,5.569e+09,3.38e+08,5.664e+09,30,7.67e+08,1.234e+09,0,-4.42e+08,-3.13e+08,-4.05e+08,3.535e+09,4.59e+08,0,28,119,22,243,2.855e+09,1.567e+09,2.7e+07,5.352e+09,4.31e+08,3e+08,2.9198e+10,1.7848e+10,6.879e+09,4.492e+09,2.4706e+10,2.9198e+10,1.879e+10,-3.2e+08,2013,2.58,1.6e+09
"ABBV","2014-12-31","Health Care","North Chicago, Illinois",65.440002,14,6.954e+09,-1.72e+08,-6.51e+08,102,-6.12e+08,4.194e+09,74,8.348e+09,-2.03e+08,1.6e+07,4.426e+09,141,0,1.59e+08,7.86e+08,2.76e+09,2.369e+09,-5.77e+08,0,2.485e+09,5.862e+09,78,1.5534e+10,5.95e+08,1.513e+09,3.91e+08,1.124e+09,3.08e+08,-1.93e+08,1.0538e+10,9.2e+07,0,0,-5e+06,-1.247e+09,3.549e+09,-3.293e+09,-9.26e+08,1.774e+09,1.777e+09,1.774e+09,1.774e+09,4.631e+09,3.52e+08,3.411e+09,17,1.48e+09,1.952e+09,0,-2.031e+09,-5.9e+07,-6.22e+08,3.681e+09,-2.2e+08,0,12,136,9,131,3.297e+09,5.35e+08,-4.27e+08,8.474e+09,4.439e+09,2.6e+07,2.7513e+10,1.6081e+10,1.1393e+10,1.742e+09,2.5771e+10,2.7513e+10,1.996e+10,-9.72e+08,2014,1.11,1598198198.2
"ABBV","2015-12-31","Health Care","North Chicago, Illinois",59.240002,15,8.463e+09,-1.076e+09,-2.06e+08,130,-5.32e+08,1.308e+10,77,8.399e+09,-4.34e+08,1.7e+07,4.5e+09,150,0,5.276e+09,8.36e+08,7.331e+09,6.645e+09,-3e+08,0,2.565e+09,1.3168e+10,80,1.8359e+10,1.501e+09,1.9709e+10,6.86e+08,1.719e+09,2.9e+07,1.503e+09,2.924e+10,1.45e+08,0,0,1.6623e+10,5.1e+07,7.535e+09,5.752e+09,-1.2936e+10,5.144e+09,1.051e+09,5.144e+09,5.144e+09,4.73e+09,1.5e+08,7.537e+09,33,1.149e+09,1.458e+09,0,-2.561e+09,3e+07,-1.2433e+10,3.695e+09,5.11e+08,0,29,168,23,134,4.285e+09,2.248e+09,-7.425e+09,6.387e+09,2.431e+09,8e+06,5.305e+10,1.6314e+10,1.0894e+10,3.945e+09,4.9105e+10,5.305e+10,2.2859e+10,-8.839e+09,2015,3.15,1633015873.02
"ABC","2013-09-30","Health Care","Chesterbrook, Pennsylvania",61.099998,16,14870635000,-2312518000,-44000,19,-202450000,2360992000,8,1231006000,-1486572000,2678000,85451348000,97,0,0,170793000,898355000,824458000,0,0,803561000,0,3,2507819000,331023000,3499713000,73897000,6981494000,0,3830847000,1396606000,0,0,0,0,164398000,788125000,-740987000,117260000,433707000,235476000,433707000,493435000,6051920000,0,898399000,1,221713000,129231000,0,-35483000,-50538000,319710000,331652000,-169745000,162186000,1,36,0,50,0,1508414000,-328463000,1447234000,0,0,18918638000,14393651000,14870635000,2319745000,16598893000,18918638000,87959167000,-1516856000,2013,1.88,230695212.766
"ABC","2014-09-30","Health Care","Chesterbrook, Pennsylvania",77.300003,17,17250160000,-938286000,-28594000,14,-264457000,2749185000,10,1808513000,-1304569000,2711000,116586761000,97,0,241205000,196617000,753497000,669863000,0,0,899582000,0,2,2982366000,388087000,3481744000,83634000,8593852000,-117794000,2310596000,1995632000,0,0,0,566402000,577507000,1464654000,-502992000,-384155000,274230000,912505000,274230000,281776000,6312883000,0,782091000,1,350652000,84957000,0,-52046000,0,-1904000,88287000,21107000,188680000,1,34,0,48,0,1570429000,-626020000,2011595000,0,0,21532183000,16800205000,17250160000,1956899000,19575284000,21532183000,119569127000,-2313380000,2014,1.22,224778688.525
"ABC","2015-09-30","Health Care","Chesterbrook, Pennsylvania",94.989998,18,21578227000,-1478793000,-44220000,22,-231585000,3736477000,10,2167442000,-1379189000,2750000,132432490000,94,0,1944240000,255988000,3.78e+08,268964000,0,0,1192510000,4144391000,3,3529313000,407129000,1993119000,109036000,9755094000,-86214000,5122127000,3739225000,0,0,0,1496390000,358929000,3922228000,-632134000,-2931165000,-138165000,1577391000,-138165000,-138165000,8222951000,0,422220000,0,298474000,189001000,0,-136333000,0,-2613366000,84904000,-37131000,248635000,0,44,0,49,0,1164489000,-1665115000,2858458000,0,0,27962982000,20334488000,21578227000,616386000,27346596000,27962982000,135961803000,-4150997000,2015,-0.62,222846774.194
"ABC","2016-09-30","Health Care","Chesterbrook, Pennsylvania",80.779999,19,24670159000,-912724000,5048000,67,-464616000,4333001000,11,2741832000,-1107252000,2778000,142577080000,90,0,2214774000,392166000,1530822000,1390910000,0,0,1530682000,5991497000,3,4272606000,-37019000,2967849000,139912000,10723920000,40712000,3094340000,3870244000,0,0,0,713214000,574390000,3178497000,565072000,-3169179000,1427929000,330197000,1427929000,1427929000,9175876000,0,1525774000,1,314325000,210219000,0,-114308000,0,-2745275000,160470000,-46159000,364735000,1,65,1,48,0,2303941000,168903000,2382097000,611149000,0,33656200000,22851847000,25281308000,2129404000,31526796000,33656200000,146849686000,-4396008000,2016,6.73,212173699.851
"ABT","2012-12-31","Health Care","North Chicago, Illinois",31.4268731312,20,1.0889e+10,3.6e+07,-1.26e+09,22,-1.795e+09,0,114,1.0802e+10,-4.17e+08,1.1755e+10,8.899e+09,236,3.213e+09,0,2.782e+09,1e+08,-2.2e+08,4e+07,0,8.063e+09,1.5774e+10,53,1.0151e+10,-4.57e+08,8.588e+09,3.2e+08,3.793e+09,-3.062e+09,-1.443e+09,1.8085e+10,2.74e+08,9.2e+07,0,4.413e+09,3.989e+09,9.314e+09,1.95e+08,-5.56e+09,5.963e+09,2.428e+09,5.963e+09,2.37e+08,1.0599e+10,0,1.36e+09,7,0,1.757e+09,0,-3.594e+09,-5.21e+08,-7.03e+08,9.057e+09,-3.5e+07,5.95e+08,1,1,31,207,1.461e+09,2.4151e+10,-5.14e+08,6.735e+09,2.391e+09,4.372e+09,6.7235e+10,3.1323e+10,1.328e+10,2.6721e+10,4.0514e+10,6.7235e+10,1.905e+10,-5.591e+09,2012,3.76,1585904255.32
"ABT","2013-12-31","Health Care","North Chicago, Illinois",38.330002,21,5.948e+09,-1.13e+08,5.3e+07,10,-1.145e+09,0,85,3.475e+09,-1.54e+08,1.2048e+10,9.193e+09,202,2.109e+09,0,1.719e+09,2.186e+09,2.041e+09,-2.6e+07,0,5.971e+09,9.772e+09,53,1.0464e+10,5.3e+07,5.735e+09,1.45e+08,2.693e+09,-2.225e+09,-1.101e+09,3.388e+09,1.19e+08,9.6e+07,0,1.792e+09,-7.327e+09,3.324e+09,-6.696e+09,-3.929e+09,2.576e+09,2.66e+08,2.576e+09,1.988e+09,6.514e+09,0,2.133e+09,11,0,1.942e+09,3.86e+08,-2.012e+09,-6.396e+09,-5.59e+08,4.791e+09,1.31e+08,5.88e+08,10,8,13,174,1.371e+09,2.1979e+10,-1.21e+09,6.372e+09,3.173e+09,4.623e+09,4.2953e+10,1.9247e+10,9.507e+09,2.5171e+10,1.7782e+10,4.2953e+10,1.9657e+10,-6.844e+09,2013,1.64,1570731707.32
"ABT","2014-12-31","Health Care","North Chicago, Illinois",45.02,22,5.35e+09,-1.95e+08,6.9e+07,11,-1.077e+09,0,43,4.063e+09,-2.97e+08,1.2383e+10,9.218e+09,130,3.288e+09,0,1.548e+09,2.668e+09,2.518e+09,-1.43e+08,0,7.869e+09,1.0067e+10,54,1.1029e+10,7.97e+08,6.198e+09,1.5e+08,2.643e+09,4.117e+09,-2.8e+07,3.393e+09,2.29e+08,1.13e+08,0,7.66e+08,5.88e+08,3.675e+09,-2.742e+09,-2.02e+08,2.284e+09,3.33e+08,2.284e+09,1.721e+09,3.586e+09,0,2.599e+09,13,0,2.867e+09,6.8e+08,-5.053e+09,-4e+08,-3.242e+09,5.708e+09,3e+07,5.55e+08,12,12,11,104,1.345e+09,2.2874e+10,-1.766e+09,6.53e+09,4.437e+09,3.97e+08,4.1207e+10,1.3556e+10,1.0467e+10,2.1526e+10,1.9681e+10,4.1207e+10,2.0247e+10,-8.678e+09,2014,1.5,1522666666.67
"ABT","2015-12-31","Health Care","North Chicago, Illinois",44.91,23,5.683e+09,-1.71e+08,4.79e+08,21,-1.11e+09,0,67,5.001e+09,-2.57e+08,1.2734e+10,8.747e+09,154,2.119e+09,0,1.472e+09,3.346e+09,3.183e+09,-1.98e+08,0,5.732e+09,9.638e+09,57,1.1658e+10,5.77e+08,5.562e+09,1.63e+08,2.599e+09,-8.21e+08,2.15e+08,5.871e+09,4.041e+09,1.15e+08,0,1.147e+09,9.38e+08,2.966e+09,-2.236e+09,4.06e+08,4.423e+09,-2.773e+09,4.423e+09,2.606e+09,3.418e+09,0,2.867e+09,14,0,2.013e+09,3.73e+08,-6.658e+09,-1.7e+07,2.337e+09,4.864e+09,5.7e+07,6.01e+08,16,15,22,126,1.405e+09,2.5757e+10,-1.923e+09,6.785e+09,3.13e+09,1.124e+09,4.1247e+10,1.4155e+10,9.186e+09,2.1211e+10,2.0036e+10,4.1247e+10,2.0405e+10,-1.0622e+10,2015,2.94,1504421768.71
"ADBE","2013-11-29","Information Technology","San Jose, California",56.779999,24,729257000,33649000,926000,4,-188358000,3392696000,208,834556000,0,61000,586557000,265,0,428902000,321227000,423649000,356141000,-5241000,0,659774000,4771981000,86,3468683000,66156000,605254000,67508000,0,-309116000,184502000,1499297000,207239000,0,0,-176000,-590496000,1151686000,-559138000,-1177803000,289985000,377832000,289985000,289985000,702067000,26497000,422723000,10,90121000,170110000,781715000,46103000,0,-680329000,201817000,-55509000,52254000,9,5,7,265,826631000,6928964000,-599224000,2140578000,14676000,2339196000,10380298000,4045929000,1525648000,6724634000,3655664000,10380298000,4055240000,-3643190000,2013,0.58,499974137.931
"ADBE","2014-11-28","Information Technology","San Jose, California",73.68,25,776163000,7928000,8423000,4,-148332000,3778495000,150,1117400000,0,61000,622080000,185,0,399716000,313590000,421108000,361376000,-6648000,0,785123000,4721962000,85,3524985000,92981000,469662000,59732000,0,-312573000,390070000,911086000,80439000,0,0,-14684000,282844000,1287482000,-507283000,-490707000,268395000,309417000,268395000,268395000,687079000,19883000,412685000,10,126315000,175758000,1115043000,-8094000,0,-29802000,204687000,-1918000,52424000,9,5,6,185,844353000,6924294000,-545834000,2195640000,603229000,2622091000,10785829000,4602328000,2494435000,6775905000,4009924000,10785829000,4147065000,-3918851000,2014,0.54,497027777.778
"ADBE","2015-11-27","Information Technology","San Jose, California",92.169998,26,779356000,-79502000,34870000,9,-184936000,4184883000,180,876560000,0,61000,744317000,218,0,259303000,339473000,937965000,873781000,-21297000,0,787421000,5366881000,84,4051194000,244230000,510007000,64184000,0,-535197000,350908000,1907231000,80439000,0,0,387091000,-240840000,1469502000,-200687000,-1488358000,629551000,236773000,629551000,629551000,672006000,1559000,903095000,19,159832000,161802000,1434200000,-169080000,0,-768225000,344802000,-7701000,68649000,18,12,13,218,862730000,7253431000,-647103000,2215161000,0,3111524000,11726472000,4821892000,2213556000,7001580000,4724892000,11726472000,4795511000,-4267715000,2015,1.26,499643650.794
"ADBE","2016-12-02","Information Technology","San Jose, California",99.730003,27,866016000,-160416000,11978000,16,-203805000,4616331000,169,1011315000,0,61000,819908000,208,0,286791000,331535000,1505580000,1435138000,-14234000,0,816264000,5406474000,86,5034522000,266356000,414405000,70442000,0,-707801000,551550000,1902068000,80439000,0,0,-108000,134755000,2199728000,-1090706000,-960033000,1168782000,379298000,1168782000,1168782000,833033000,-1508000,1493602000,26,149758000,245441000,1945619000,-173602000,0,-48427000,281785000,-71021000,78534000,25,19,20,208,975987000,8114517000,-1165703000,2487907000,0,3749985000,12707114000,5839774000,2811635000,7424835000,5282279000,12707114000,5854430000,-5132472000,NA,NA,NA
"ADM","2012-12-31","Consumer Staples","Decatur, Illinois",27.389999,32,9.308e+09,1.753e+09,2.35e+08,7,-1.24e+09,0,35,5.352e+09,-1.304e+09,6.134e+09,8.6936e+10,175,0,1.267e+09,8.69e+08,2.426e+09,1.981e+09,0,4.76e+08,1.0123e+10,0,4,3.623e+09,5.89e+08,7.59e+08,4.45e+08,1.3836e+10,-4.45e+08,1.345e+09,6.456e+09,3.887e+09,2.11e+08,0,4.37e+08,8.5e+08,2.332e+09,-3.21e+08,-1.161e+09,1.375e+09,1.56e+08,1.375e+09,1.851e+09,3.45e+09,2.43e+08,1.715e+09,2,6.05e+08,6.548e+09,0,-4.5e+08,-1.97e+08,5.24e+08,1.289e+09,-1.879e+09,0,2,10,2,94,0,1.3236e+10,-1e+08,1.665e+09,7.685e+09,5.76e+08,4.5136e+10,2.9762e+10,1.6993e+10,1.892e+10,2.6005e+10,4.4925e+10,9.0559e+10,0,NA,NA,NA
"ADM","2013-12-31","Consumer Staples","Decatur, Illinois",43.400002,33,1.4135e+10,2.96e+08,1.55e+08,7,-9.13e+08,0,48,7.082e+09,2.541e+09,6.136e+09,8.5915e+10,182,0,1.448e+09,9.09e+08,2.437e+09,2.024e+09,0,4.11e+08,1.0137e+10,0,4,3.889e+09,6.7e+08,5.61e+08,4.13e+08,1.1441e+10,1.04e+08,1.91e+08,5.347e+09,4.046e+09,3.8e+07,0,-2.713e+09,1.407e+09,5.226e+09,-3.242e+09,-5.77e+08,1.342e+09,3e+07,1.342e+09,1.753e+09,3.224e+09,2.59e+08,1.871e+09,2,4.78e+08,6.35e+09,0,-5.7e+07,7.3e+07,2.32e+08,1.105e+09,-9.5e+07,0,2,10,1,109,0,1.4077e+10,-1.01e+08,1.759e+09,1.523e+09,4.33e+08,4.3752e+10,2.853e+10,1.5658e+10,2.0156e+10,2.3558e+10,4.3714e+10,8.9804e+10,0,2013,2.03,661083743.842
"ADM","2014-12-31","Consumer Staples","Decatur, Illinois",52,34,1.524e+10,4.25e+08,3.39e+08,11,-8.94e+08,0,42,5.976e+09,1.274e+09,5.115e+09,7.6433e+10,167,0,1.662e+09,8.94e+08,3.467e+09,3.13e+09,0,3.72e+08,9.851e+09,0,6,4.768e+09,8.77e+08,3.392e+09,3.37e+08,9.374e+09,-1.05e+08,1.276e+09,5.528e+09,4.377e+09,5.5e+07,0,-1.708e+09,-2.022e+09,4.962e+09,-3.577e+09,-3.407e+09,2.248e+09,-4.45e+08,2.248e+09,2.62e+09,2.704e+09,1.05e+08,2.756e+09,3,3.49e+08,7.459e+09,2.3e+08,-1.241e+09,9.5e+07,-2.408e+09,1.575e+09,-7.15e+08,0,4,16,3,107,0,1.5701e+10,-1.34e+09,1.907e+09,1.32e+08,5.15e+08,4.3997e+10,2.6028e+10,1.5602e+10,1.9575e+10,2.4367e+10,4.3942e+10,8.1201e+10,0,2014,3.44,653488372.093
"ADM","2015-12-31","Consumer Staples","Decatur, Illinois",36.68,35,1.3407e+10,9.13e+08,3.92e+08,10,-1.125e+09,0,49,6.124e+09,8.72e+08,3.18e+09,6.3682e+10,162,0,1.563e+09,8.82e+08,2.592e+09,2.284e+09,0,3.9e+08,9.853e+09,0,6,4.02e+09,4.38e+08,3.688e+09,3.08e+08,8.243e+09,3.5e+07,-1.693e+09,5.779e+09,4.34e+09,1.6e+07,0,2.4e+08,-1.89e+08,2.481e+09,-2.649e+09,-2.1e+07,1.849e+09,-4.96e+08,1.849e+09,2.239e+09,1.738e+09,2e+08,1.81e+09,3,4.47e+08,5.286e+09,0,-2.146e+09,-1.62e+08,1.069e+09,1.395e+09,1.57e+08,0,3,13,3,101,0,1.6865e+10,-2.04e+09,2.01e+09,9.8e+07,4.38e+08,4.0157e+10,2.1829e+10,1.3505e+10,1.7899e+10,2.2242e+10,4.0141e+10,6.7702e+10,0,2015,2.99,618394648.829
"ADS","2012-12-31","Information Technology","Plano, Texas",144.759995,36,490095000,-49219000,0,80,-116455000,1454230000,28,1386042000,0,950000,2392091000,181,30027000,471092000,274263000,974364000,682904000,5280000,0,253028000,1751053000,34,1249299000,260648000,582874000,291460000,0,-1389770000,90743000,4708486000,0,0,0,2334253000,677139000,1134190000,2209019000,-2671350000,422256000,438242000,422256000,422256000,7575052000,0,974364000,27,251014000,171049000,2265359000,-21861000,-22000,-1165125000,1259297000,-42095000,166876000,19,129,12,181,0,1553260000,-105144000,108059000,2277323000,0,12000139000,9132143000,5032777000,528487000,11471652000,12000139000,3641390000,-2458092000,2012,8.44,50030331.7536
"ADS","2013-12-31","Information Technology","Plano, Texas",262.929993,37,472326000,-33414000,0,58,-135376000,1512752000,33,1480171000,0,983000,2894917000,230,2454000,446505000,307288000,1098912000,793412000,-11758000,0,299188000,1735703000,33,1424146000,297242000,460404000,305500000,0,-1453163000,5520000,6002708000,0,0,0,928674000,76470000,1003492000,704152000,-1619416000,496170000,447854000,496170000,496170000,8680730000,0,1098912000,25,345666000,239941000,2650683000,-18227000,-22000,-30877000,1426785000,-219926000,216119000,18,93,11,230,0,2049430000,-216995000,109115000,1389489000,0,13244257000,10400842000,4512498000,855761000,12388496000,13244257000,4319063000,-2689177000,2013,10.09,49174430.1288
"ADS","2014-12-31","Information Technology","Plano, Texas",286.049988,38,914058000,-156003000,0,21,-158694000,2905563000,25,1597492000,0,1117000,3643979000,219,164000,856982000,349810000,1098467000,837941000,-15854000,0,559628000,3865484000,31,1658961000,321801000,1515994000,260526000,0,-2379208000,188052000,8134248000,0,0,235566000,3808137000,107330000,1344159000,3516146000,-4737121000,506293000,590220000,506293000,506293000,11635875000,0,1098467000,21,507931000,581409000,4124511000,-75453000,-1476000,-2199219000,2335318000,-144060000,313082000,16,35,10,219,0,2540948000,-269555000,247412000,1266914000,0,20263977000,13814776000,6305483000,2396380000,17867597000,20263977000,5302940000,-2975795000,2014,8.72,58061123.8532
"ADS","2015-12-31","Information Technology","Plano, Texas",276.570007,39,1010619000,8307000,0,30,-191683000,2981041000,25,1624601000,0,1121000,4482700000,254,617000,777420000,524467000,1261860000,931676000,-25309000,0,576706000,3814078000,30,1957046000,326248000,1203745000,330184000,0,-2899032000,98026000,10136018000,0,0,167377000,3009130000,90885000,1705841000,1772901000,-3362548000,596541000,638239000,596541000,596541000,14052456000,0,1261860000,20,576267000,573360000,3975291000,-137251000,-205928000,-271833000,2925426000,-168626000,492140000,14,46,9,254,0,3092464000,-1020923000,203046000,1419649000,0,22421830000,16250417000,6405559000,2010030000,20411800000,22421830000,6439746000,-3927345000,2015,8.91,66951851.8519
"ADSK","2013-01-31","Information Technology","San Rafael, California",38.880001,40,396700000,-98100000,0,12,-56400000,0,187,1612200000,0,1449800000,238500000,245,122800000,187600000,127800000,3.1e+08,3.1e+08,2e+06,0,114900000,871500000,90,2073700000,62600000,7.6e+07,0,0,-3e+08,8.5e+07,745600000,411100000,0,0,745600000,455300000,559100000,541400000,-647200000,247400000,1.94e+08,247400000,247400000,537300000,43900000,305900000,13,159700000,60800000,6.47e+08,-5700000,-6100000,-290800000,288300000,3e+06,42100000,13,15,11,245,6e+08,599100000,-2.11e+08,1081800000,0,342100000,4308400000,2552400000,1043700000,2043200000,2265200000,4308400000,2312200000,0,2013,1.09,226972477.064
"ADSK","2014-01-31","Information Technology","San Rafael, California",51.25,41,375300000,72300000,0,10,-64200000,0,212,1.853e+09,0,1637300000,274300000,265,131100000,204400000,128900000,284800000,279900000,-2200000,0,130300000,1009900000,88,1999600000,51100000,63100000,4900000,0,64900000,46400000,746400000,277300000,0,0,0,240800000,563500000,-126500000,-1.94e+08,228800000,70400000,228800000,228800000,480500000,12800000,284800000,13,148300000,87400000,696200000,-6e+05,-24600000,-194700000,311200000,16700000,36500000,12,12,10,265,611100000,624800000,-1.11e+08,1054400000,0,414100000,4.595e+09,2.835e+09,1071500000,2261500000,2333500000,4.595e+09,2273900000,0,2014,1.02,224313725.49
"AEE","2012-12-31","Utilities","St. Louis, Missouri",30.719999,44,6.71e+08,3e+07,3.3e+07,15,-1.063e+09,5.616e+09,7,1.84e+08,-2.8e+07,2e+06,3.477e+09,134,0,3.899e+09,7.36e+08,1.221e+09,8.29e+08,0,0,1.5348e+10,4.11e+08,40,2.304e+09,3.07e+08,1.4e+07,3.92e+08,5.7e+08,-1.9e+07,-5.6e+07,5.802e+09,4.08e+08,1.51e+08,0,-2.6e+07,-4.6e+07,1.69e+09,-4.26e+08,-1.31e+09,-9.74e+08,2.025e+09,-9.74e+08,5.22e+08,8.86e+08,0,1.188e+09,21,2.453e+09,1.956e+09,1.568e+09,-8e+06,-1.2e+07,-2.28e+08,3.076e+09,-4.3e+07,6.73e+08,14,13,17,113,0,1.006e+09,-1.6e+07,4.43e+08,4.47e+08,0,2.223e+10,3.596e+09,2.686e+09,6.616e+09,1.5614e+10,2.223e+10,5.781e+09,0,2012,-4.01,242892768.08
"AEE","2013-12-31","Utilities","St. Louis, Missouri",36.16,45,9.47e+08,-6e+07,4.3e+07,5,-1.379e+09,5.632e+09,1,3e+07,6e+07,2e+06,3.49e+09,80,0,3.851e+09,7.61e+08,1.227e+09,8.29e+08,0,0,1.6205e+10,4.11e+08,40,2.348e+09,3.11e+08,0,3.98e+08,5.26e+08,-1.7e+07,-1.56e+08,5.504e+09,4.94e+08,1.42e+08,0,2.47e+08,-1.79e+08,1.693e+09,-1.49e+08,-1.723e+09,2.95e+08,7.03e+08,2.95e+08,5.18e+08,1.01e+09,0,1.184e+09,20,1.96e+09,4.06e+08,6.12e+08,3e+06,-2e+06,-3.27e+08,2.54e+09,9e+07,7.06e+08,14,13,5,59,0,9.07e+08,-2e+06,4.58e+08,9.02e+08,0,2.1042e+10,1.972e+09,2.461e+09,6.544e+09,1.4498e+10,2.1042e+10,5.838e+09,0,2013,1.19,247899159.664
